T0,T1,T2,count
Health Sci. & Techno.0,"Repair, Production, & Construction1","Commun, Fam., & Personal Svcs2",5
Health Sci. & Techno.0,"Repair, Production, & Construction1",Education2,1
Health Sci. & Techno.0,Communications1,"Philosophy, Religion, & Theology2",1
Health Sci. & Techno.0,Communications1,Sciences: Biological & Physical2,8
Health Sci. & Techno.0,Communications1,Health Sci. & Techno.2,17
Health Sci. & Techno.0,Communications1,Business2,33
Health Sci. & Techno.0,Communications1,Eng. Tech. & Drafting2,1
Health Sci. & Techno.0,Communications1,English & Foreign Lang.2,9
Health Sci. & Techno.0,Communications1,Comp. Sci. & Mathematics2,2
Health Sci. & Techno.0,Communications1,Social Sciences & Law2,20
Health Sci. & Techno.0,Communications1,Communications2,364
Health Sci. & Techno.0,Communications1,Engineering2,2
Health Sci. & Techno.0,Communications1,"Commun, Fam., & Personal Svcs2",23
Health Sci. & Techno.0,Communications1,Agric. & Nat. Res. Cons2,3
Health Sci. & Techno.0,Communications1,Education2,8
Health Sci. & Techno.0,Communications1,Arts: Visual & Performing2,7
Health Sci. & Techno.0,Engineering1,"Philosophy, Religion, & Theology2",2
Health Sci. & Techno.0,Engineering1,Sciences: Biological & Physical2,139
Health Sci. & Techno.0,Engineering1,Health Sci. & Techno.2,31
Health Sci. & Techno.0,Engineering1,Business2,93
Health Sci. & Techno.0,Engineering1,Eng. Tech. & Drafting2,24
Health Sci. & Techno.0,Engineering1,English & Foreign Lang.2,10
Health Sci. & Techno.0,Engineering1,Comp. Sci. & Mathematics2,48
Health Sci. & Techno.0,Engineering1,Social Sciences & Law2,23
Health Sci. & Techno.0,Engineering1,Communications2,13
Health Sci. & Techno.0,Engineering1,Engineering2,1574
Health Sci. & Techno.0,Engineering1,"Commun, Fam., & Personal Svcs2",51
Health Sci. & Techno.0,Engineering1,Architecture2,4
Health Sci. & Techno.0,Engineering1,Health Admin. & Assisting2,4
Health Sci. & Techno.0,Engineering1,Agric. & Nat. Res. Cons2,13
Health Sci. & Techno.0,Engineering1,Education2,16
Health Sci. & Techno.0,Engineering1,Arts: Visual & Performing2,9
Health Sci. & Techno.0,"Commun, Fam., & Personal Svcs1","Philosophy, Religion, & Theology2",6
Health Sci. & Techno.0,"Commun, Fam., & Personal Svcs1",Sciences: Biological & Physical2,204
Health Sci. & Techno.0,"Commun, Fam., & Personal Svcs1",Health Sci. & Techno.2,274
Health Sci. & Techno.0,"Commun, Fam., & Personal Svcs1","Area, Eth. & Multidiscip. Studies2",4
Health Sci. & Techno.0,"Commun, Fam., & Personal Svcs1",Business2,184
Health Sci. & Techno.0,"Commun, Fam., & Personal Svcs1",Eng. Tech. & Drafting2,4
Health Sci. & Techno.0,"Commun, Fam., & Personal Svcs1",English & Foreign Lang.2,18
Health Sci. & Techno.0,"Commun, Fam., & Personal Svcs1",Comp. Sci. & Mathematics2,21
Health Sci. & Techno.0,"Commun, Fam., & Personal Svcs1",Social Sciences & Law2,137
Health Sci. & Techno.0,"Commun, Fam., & Personal Svcs1","Repair, Production, & Construction2",2
Health Sci. & Techno.0,"Commun, Fam., & Personal Svcs1",Communications2,44
Health Sci. & Techno.0,"Commun, Fam., & Personal Svcs1",Engineering2,8
Health Sci. & Techno.0,"Commun, Fam., & Personal Svcs1","Commun, Fam., & Personal Svcs2",3574
Health Sci. & Techno.0,"Commun, Fam., & Personal Svcs1",Health Admin. & Assisting2,25
Health Sci. & Techno.0,"Commun, Fam., & Personal Svcs1",Agric. & Nat. Res. Cons2,16
Health Sci. & Techno.0,"Commun, Fam., & Personal Svcs1",Education2,133
Health Sci. & Techno.0,"Commun, Fam., & Personal Svcs1",Arts: Visual & Performing2,12
Health Sci. & Techno.0,Architecture1,Business2,1
Health Sci. & Techno.0,Architecture1,Eng. Tech. & Drafting2,2
Health Sci. & Techno.0,Architecture1,Comp. Sci. & Mathematics2,1
Health Sci. & Techno.0,Architecture1,Architecture2,21
Health Sci. & Techno.0,Architecture1,Arts: Visual & Performing2,1
Health Sci. & Techno.0,Health Admin. & Assisting1,Sciences: Biological & Physical2,44
Health Sci. & Techno.0,Health Admin. & Assisting1,Health Sci. & Techno.2,183
Health Sci. & Techno.0,Health Admin. & Assisting1,Business2,45
Health Sci. & Techno.0,Health Admin. & Assisting1,Eng. Tech. & Drafting2,6
Health Sci. & Techno.0,Health Admin. & Assisting1,English & Foreign Lang.2,4
Health Sci. & Techno.0,Health Admin. & Assisting1,Comp. Sci. & Mathematics2,6
Health Sci. & Techno.0,Health Admin. & Assisting1,Social Sciences & Law2,15
Health Sci. & Techno.0,Health Admin. & Assisting1,"Repair, Production, & Construction2",4
Health Sci. & Techno.0,Health Admin. & Assisting1,Communications2,1
Health Sci. & Techno.0,Health Admin. & Assisting1,Engineering2,3
Health Sci. & Techno.0,Health Admin. & Assisting1,"Commun, Fam., & Personal Svcs2",40
Health Sci. & Techno.0,Health Admin. & Assisting1,Health Admin. & Assisting2,802
