T0,T1,T2,count
"Repair, Production, & Construction0",Engineering1,Comp. Sci. & Mathematics2,2
"Repair, Production, & Construction0",Engineering1,"Repair, Production, & Construction2",4
"Repair, Production, & Construction0",Engineering1,Engineering2,64
"Repair, Production, & Construction0",Engineering1,"Commun, Fam., & Personal Svcs2",3
"Repair, Production, & Construction0",Engineering1,Agric. & Nat. Res. Cons2,3
"Repair, Production, & Construction0",Engineering1,Arts: Visual & Performing2,1
"Repair, Production, & Construction0","Commun, Fam., & Personal Svcs1",Sciences: Biological & Physical2,1
"Repair, Production, & Construction0","Commun, Fam., & Personal Svcs1",Health Sci. & Techno.2,1
"Repair, Production, & Construction0","Commun, Fam., & Personal Svcs1",Business2,5
"Repair, Production, & Construction0","Commun, Fam., & Personal Svcs1",Social Sciences & Law2,1
"Repair, Production, & Construction0","Commun, Fam., & Personal Svcs1","Repair, Production, & Construction2",5
"Repair, Production, & Construction0","Commun, Fam., & Personal Svcs1",Engineering2,1
"Repair, Production, & Construction0","Commun, Fam., & Personal Svcs1","Commun, Fam., & Personal Svcs2",64
"Repair, Production, & Construction0","Commun, Fam., & Personal Svcs1",Arts: Visual & Performing2,1
"Repair, Production, & Construction0",Architecture1,Architecture2,3
"Repair, Production, & Construction0",Health Admin. & Assisting1,"Repair, Production, & Construction2",1
"Repair, Production, & Construction0",Health Admin. & Assisting1,Health Admin. & Assisting2,3
"Repair, Production, & Construction0",Agric. & Nat. Res. Cons1,Health Sci. & Techno.2,1
"Repair, Production, & Construction0",Agric. & Nat. Res. Cons1,Business2,1
"Repair, Production, & Construction0",Agric. & Nat. Res. Cons1,Eng. Tech. & Drafting2,1
"Repair, Production, & Construction0",Agric. & Nat. Res. Cons1,"Repair, Production, & Construction2",3
"Repair, Production, & Construction0",Agric. & Nat. Res. Cons1,Health Admin. & Assisting2,1
"Repair, Production, & Construction0",Agric. & Nat. Res. Cons1,Agric. & Nat. Res. Cons2,73
"Repair, Production, & Construction0",Education1,Health Sci. & Techno.2,1
"Repair, Production, & Construction0",Education1,Eng. Tech. & Drafting2,1
"Repair, Production, & Construction0",Education1,Social Sciences & Law2,1
"Repair, Production, & Construction0",Education1,Communications2,1
"Repair, Production, & Construction0",Education1,"Commun, Fam., & Personal Svcs2",1
"Repair, Production, & Construction0",Education1,Education2,11
"Repair, Production, & Construction0",Arts: Visual & Performing1,"Repair, Production, & Construction2",1
"Repair, Production, & Construction0",Arts: Visual & Performing1,Communications2,1
"Repair, Production, & Construction0",Arts: Visual & Performing1,Arts: Visual & Performing2,7
Communications0,"Philosophy, Religion, & Theology1","Philosophy, Religion, & Theology2",21
Communications0,"Philosophy, Religion, & Theology1",Sciences: Biological & Physical2,1
Communications0,"Philosophy, Religion, & Theology1",Social Sciences & Law2,2
Communications0,"Philosophy, Religion, & Theology1",Communications2,3
Communications0,"Philosophy, Religion, & Theology1",Education2,1
Communications0,"Philosophy, Religion, & Theology1",Arts: Visual & Performing2,1
Communications0,Sciences: Biological & Physical1,Sciences: Biological & Physical2,82
Communications0,Sciences: Biological & Physical1,Health Sci. & Techno.2,3
Communications0,Sciences: Biological & Physical1,Business2,3
Communications0,Sciences: Biological & Physical1,English & Foreign Lang.2,4
Communications0,Sciences: Biological & Physical1,Social Sciences & Law2,7
Communications0,Sciences: Biological & Physical1,Communications2,8
Communications0,Sciences: Biological & Physical1,"Commun, Fam., & Personal Svcs2",7
Communications0,Sciences: Biological & Physical1,Health Admin. & Assisting2,1
Communications0,Sciences: Biological & Physical1,Agric. & Nat. Res. Cons2,3
Communications0,Sciences: Biological & Physical1,Education2,2
Communications0,Sciences: Biological & Physical1,Arts: Visual & Performing2,2
Communications0,Health Sci. & Techno.1,Sciences: Biological & Physical2,5
Communications0,Health Sci. & Techno.1,Health Sci. & Techno.2,158
Communications0,Health Sci. & Techno.1,Business2,7
Communications0,Health Sci. & Techno.1,Eng. Tech. & Drafting2,1
Communications0,Health Sci. & Techno.1,English & Foreign Lang.2,1
Communications0,Health Sci. & Techno.1,Social Sciences & Law2,6
Communications0,Health Sci. & Techno.1,Communications2,9
Communications0,Health Sci. & Techno.1,"Commun, Fam., & Personal Svcs2",10
Communications0,Health Sci. & Techno.1,Health Admin. & Assisting2,4
Communications0,Health Sci. & Techno.1,Education2,8
Communications0,Health Sci. & Techno.1,Arts: Visual & Performing2,1
Communications0,"Area, Eth. & Multidiscip. Studies1","Area, Eth. & Multidiscip. Studies2",9
Communications0,"Area, Eth. & Multidiscip. Studies1",English & Foreign Lang.2,1
Communications0,"Area, Eth. & Multidiscip. Studies1",Social Sciences & Law2,1
Communications0,"Area, Eth. & Multidiscip. Studies1",Communications2,2
Communications0,Business1,Sciences: Biological & Physical2,6
Communications0,Business1,Health Sci. & Techno.2,5
Communications0,Business1,Business2,765
Communications0,Business1,English & Foreign Lang.2,14
Communications0,Business1,Comp. Sci. & Mathematics2,9
Communications0,Business1,Social Sciences & Law2,19
Communications0,Business1,"Repair, Production, & Construction2",1
Communications0,Business1,Communications2,77
Communications0,Business1,Engineering2,2
Communications0,Business1,"Commun, Fam., & Personal Svcs2",19
Communications0,Business1,Health Admin. & Assisting2,2
Communications0,Business1,Agric. & Nat. Res. Cons2,2
Communications0,Business1,Education2,12
Communications0,Business1,Arts: Visual & Performing2,8
Communications0,Eng. Tech. & Drafting1,"Philosophy, Religion, & Theology2",1
Communications0,Eng. Tech. & Drafting1,Sciences: Biological & Physical2,1
Communications0,Eng. Tech. & Drafting1,Business2,3
Communications0,Eng. Tech. & Drafting1,Eng. Tech. & Drafting2,15
Communications0,Eng. Tech. & Drafting1,English & Foreign Lang.2,2
Communications0,Eng. Tech. & Drafting1,Communications2,3
Communications0,Eng. Tech. & Drafting1,Engineering2,1
Communications0,Eng. Tech. & Drafting1,"Commun, Fam., & Personal Svcs2",1
Communications0,Eng. Tech. & Drafting1,Education2,1
Communications0,Eng. Tech. & Drafting1,Arts: Visual & Performing2,1
Communications0,English & Foreign Lang.1,Sciences: Biological & Physical2,3
Communications0,English & Foreign Lang.1,Health Sci. & Techno.2,1
Communications0,English & Foreign Lang.1,"Area, Eth. & Multidiscip. Studies2",1
Communications0,English & Foreign Lang.1,Business2,5
Communications0,English & Foreign Lang.1,English & Foreign Lang.2,237
Communications0,English & Foreign Lang.1,Comp. Sci. & Mathematics2,1
Communications0,English & Foreign Lang.1,Social Sciences & Law2,9
Communications0,English & Foreign Lang.1,Communications2,40
Communications0,English & Foreign Lang.1,Engineering2,1
Communications0,English & Foreign Lang.1,"Commun, Fam., & Personal Svcs2",1
Communications0,English & Foreign Lang.1,Education2,7
Communications0,English & Foreign Lang.1,Arts: Visual & Performing2,5
Communications0,Comp. Sci. & Mathematics1,Business2,7
Communications0,Comp. Sci. & Mathematics1,Comp. Sci. & Mathematics2,64
Communications0,Comp. Sci. & Mathematics1,Social Sciences & Law2,2
Communications0,Comp. Sci. & Mathematics1,Communications2,4
Communications0,Comp. Sci. & Mathematics1,"Commun, Fam., & Personal Svcs2",2
Communications0,Comp. Sci. & Mathematics1,Education2,1
Communications0,Comp. Sci. & Mathematics1,Arts: Visual & Performing2,3
Communications0,Social Sciences & Law1,"Philosophy, Religion, & Theology2",1
Communications0,Social Sciences & Law1,Sciences: Biological & Physical2,5
Communications0,Social Sciences & Law1,Health Sci. & Techno.2,5
Communications0,Social Sciences & Law1,Business2,23
Communications0,Social Sciences & Law1,English & Foreign Lang.2,6
Communications0,Social Sciences & Law1,Comp. Sci. & Mathematics2,2
Communications0,Social Sciences & Law1,Social Sciences & Law2,372
Communications0,Social Sciences & Law1,Communications2,36
Communications0,Social Sciences & Law1,"Commun, Fam., & Personal Svcs2",19
Communications0,Social Sciences & Law1,Agric. & Nat. Res. Cons2,1
Communications0,Social Sciences & Law1,Education2,5
Communications0,Social Sciences & Law1,Arts: Visual & Performing2,1
Communications0,"Repair, Production, & Construction1",Business2,1
Communications0,"Repair, Production, & Construction1","Repair, Production, & Construction2",17
Communications0,"Repair, Production, & Construction1","Commun, Fam., & Personal Svcs2",1
Communications0,Communications1,"Philosophy, Religion, & Theology2",1
Communications0,Communications1,Sciences: Biological & Physical2,9
Communications0,Communications1,Health Sci. & Techno.2,16
Communications0,Communications1,"Area, Eth. & Multidiscip. Studies2",1
Communications0,Communications1,Business2,121
Communications0,Communications1,Eng. Tech. & Drafting2,1
Communications0,Communications1,English & Foreign Lang.2,71
Communications0,Communications1,Comp. Sci. & Mathematics2,19
Communications0,Communications1,Social Sciences & Law2,90
Communications0,Communications1,Communications2,3258
Communications0,Communications1,Engineering2,3
Communications0,Communications1,"Commun, Fam., & Personal Svcs2",69
Communications0,Communications1,Health Admin. & Assisting2,1
Communications0,Communications1,Agric. & Nat. Res. Cons2,6
Communications0,Communications1,Education2,52
Communications0,Communications1,Arts: Visual & Performing2,52
Communications0,Engineering1,Sciences: Biological & Physical2,1
Communications0,Engineering1,Health Sci. & Techno.2,2
Communications0,Engineering1,Business2,1
Communications0,Engineering1,Eng. Tech. & Drafting2,1
Communications0,Engineering1,Comp. Sci. & Mathematics2,3
Communications0,Engineering1,Social Sciences & Law2,2
Communications0,Engineering1,Communications2,9
Communications0,Engineering1,Engineering2,52
Communications0,Engineering1,"Commun, Fam., & Personal Svcs2",3
Communications0,Engineering1,Arts: Visual & Performing2,1
Communications0,"Commun, Fam., & Personal Svcs1",Sciences: Biological & Physical2,2
Communications0,"Commun, Fam., & Personal Svcs1",Health Sci. & Techno.2,3
Communications0,"Commun, Fam., & Personal Svcs1",Business2,21
Communications0,"Commun, Fam., & Personal Svcs1",English & Foreign Lang.2,2
Communications0,"Commun, Fam., & Personal Svcs1",Comp. Sci. & Mathematics2,2
Communications0,"Commun, Fam., & Personal Svcs1",Social Sciences & Law2,12
Communications0,"Commun, Fam., & Personal Svcs1","Repair, Production, & Construction2",1
Communications0,"Commun, Fam., & Personal Svcs1",Communications2,13
Communications0,"Commun, Fam., & Personal Svcs1",Engineering2,1
Communications0,"Commun, Fam., & Personal Svcs1","Commun, Fam., & Personal Svcs2",260
Communications0,"Commun, Fam., & Personal Svcs1",Health Admin. & Assisting2,2
Communications0,"Commun, Fam., & Personal Svcs1",Agric. & Nat. Res. Cons2,1
Communications0,"Commun, Fam., & Personal Svcs1",Education2,6
Communications0,"Commun, Fam., & Personal Svcs1",Arts: Visual & Performing2,1
Communications0,Architecture1,Sciences: Biological & Physical2,1
Communications0,Architecture1,Architecture2,7
Communications0,Health Admin. & Assisting1,Business2,1
Communications0,Health Admin. & Assisting1,"Commun, Fam., & Personal Svcs2",2
Communications0,Health Admin. & Assisting1,Health Admin. & Assisting2,8
Communications0,Health Admin. & Assisting1,Education2,1
Communications0,Agric. & Nat. Res. Cons1,Health Sci. & Techno.2,1
Communications0,Agric. & Nat. Res. Cons1,Business2,3
Communications0,Agric. & Nat. Res. Cons1,Eng. Tech. & Drafting2,1
Communications0,Agric. & Nat. Res. Cons1,Social Sciences & Law2,1
Communications0,Agric. & Nat. Res. Cons1,Communications2,4
Communications0,Agric. & Nat. Res. Cons1,"Commun, Fam., & Personal Svcs2",4
Communications0,Agric. & Nat. Res. Cons1,Agric. & Nat. Res. Cons2,56
Communications0,Agric. & Nat. Res. Cons1,Education2,2
Communications0,Education1,"Philosophy, Religion, & Theology2",1
Communications0,Education1,Sciences: Biological & Physical2,1
Communications0,Education1,Health Sci. & Techno.2,2
Communications0,Education1,"Area, Eth. & Multidiscip. Studies2",1
Communications0,Education1,Business2,7
Communications0,Education1,English & Foreign Lang.2,6
Communications0,Education1,Social Sciences & Law2,12
Communications0,Education1,Communications2,13
Communications0,Education1,"Commun, Fam., & Personal Svcs2",9
Communications0,Education1,Health Admin. & Assisting2,1
Communications0,Education1,Education2,161
Communications0,Education1,Arts: Visual & Performing2,5
Communications0,Arts: Visual & Performing1,"Philosophy, Religion, & Theology2",2
Communications0,Arts: Visual & Performing1,Sciences: Biological & Physical2,2
Communications0,Arts: Visual & Performing1,Health Sci. & Techno.2,1
Communications0,Arts: Visual & Performing1,"Area, Eth. & Multidiscip. Studies2",1
Communications0,Arts: Visual & Performing1,Business2,10
Communications0,Arts: Visual & Performing1,Eng. Tech. & Drafting2,1
Communications0,Arts: Visual & Performing1,English & Foreign Lang.2,4
Communications0,Arts: Visual & Performing1,Comp. Sci. & Mathematics2,5
Communications0,Arts: Visual & Performing1,Social Sciences & Law2,4
Communications0,Arts: Visual & Performing1,Communications2,39
Communications0,Arts: Visual & Performing1,"Commun, Fam., & Personal Svcs2",9
Communications0,Arts: Visual & Performing1,Health Admin. & Assisting2,1
Communications0,Arts: Visual & Performing1,Agric. & Nat. Res. Cons2,2
Communications0,Arts: Visual & Performing1,Education2,6
Communications0,Arts: Visual & Performing1,Arts: Visual & Performing2,347
Engineering0,"Philosophy, Religion, & Theology1","Philosophy, Religion, & Theology2",23
Engineering0,"Philosophy, Religion, & Theology1",Business2,1
Engineering0,"Philosophy, Religion, & Theology1",Engineering2,4
Engineering0,"Philosophy, Religion, & Theology1",Education2,1
Engineering0,Sciences: Biological & Physical1,"Philosophy, Religion, & Theology2",6
Engineering0,Sciences: Biological & Physical1,Sciences: Biological & Physical2,1392
Engineering0,Sciences: Biological & Physical1,Health Sci. & Techno.2,24
Engineering0,Sciences: Biological & Physical1,"Area, Eth. & Multidiscip. Studies2",1
Engineering0,Sciences: Biological & Physical1,Business2,63
Engineering0,Sciences: Biological & Physical1,Eng. Tech. & Drafting2,16
Engineering0,Sciences: Biological & Physical1,English & Foreign Lang.2,12
Engineering0,Sciences: Biological & Physical1,Comp. Sci. & Mathematics2,49
Engineering0,Sciences: Biological & Physical1,Social Sciences & Law2,57
Engineering0,Sciences: Biological & Physical1,"Repair, Production, & Construction2",2
Engineering0,Sciences: Biological & Physical1,Communications2,6
Engineering0,Sciences: Biological & Physical1,Engineering2,127
Engineering0,Sciences: Biological & Physical1,"Commun, Fam., & Personal Svcs2",40
Engineering0,Sciences: Biological & Physical1,Architecture2,3
Engineering0,Sciences: Biological & Physical1,Health Admin. & Assisting2,4
Engineering0,Sciences: Biological & Physical1,Agric. & Nat. Res. Cons2,25
Engineering0,Sciences: Biological & Physical1,Education2,10
Engineering0,Sciences: Biological & Physical1,Arts: Visual & Performing2,10
Engineering0,Health Sci. & Techno.1,Sciences: Biological & Physical2,35
Engineering0,Health Sci. & Techno.1,Health Sci. & Techno.2,295
Engineering0,Health Sci. & Techno.1,Business2,24
Engineering0,Health Sci. & Techno.1,Eng. Tech. & Drafting2,2
Engineering0,Health Sci. & Techno.1,Comp. Sci. & Mathematics2,12
Engineering0,Health Sci. & Techno.1,Social Sciences & Law2,8
Engineering0,Health Sci. & Techno.1,"Repair, Production, & Construction2",4
Engineering0,Health Sci. & Techno.1,Communications2,2
Engineering0,Health Sci. & Techno.1,Engineering2,11
Engineering0,Health Sci. & Techno.1,"Commun, Fam., & Personal Svcs2",20
Engineering0,Health Sci. & Techno.1,Health Admin. & Assisting2,5
Engineering0,Health Sci. & Techno.1,Agric. & Nat. Res. Cons2,2
Engineering0,Health Sci. & Techno.1,Education2,9
Engineering0,Health Sci. & Techno.1,Arts: Visual & Performing2,3
Engineering0,"Area, Eth. & Multidiscip. Studies1","Area, Eth. & Multidiscip. Studies2",3
Engineering0,"Area, Eth. & Multidiscip. Studies1",Business2,1
Engineering0,"Area, Eth. & Multidiscip. Studies1",Social Sciences & Law2,1
Engineering0,"Area, Eth. & Multidiscip. Studies1",Communications2,1
Engineering0,Business1,"Philosophy, Religion, & Theology2",1
Engineering0,Business1,Sciences: Biological & Physical2,22
Engineering0,Business1,Health Sci. & Techno.2,6
Engineering0,Business1,"Area, Eth. & Multidiscip. Studies2",1
Engineering0,Business1,Business2,1488
Engineering0,Business1,Eng. Tech. & Drafting2,21
Engineering0,Business1,English & Foreign Lang.2,1
Engineering0,Business1,Comp. Sci. & Mathematics2,27
Engineering0,Business1,Social Sciences & Law2,36
Engineering0,Business1,"Repair, Production, & Construction2",10
Engineering0,Business1,Communications2,23
Engineering0,Business1,Engineering2,44
Engineering0,Business1,"Commun, Fam., & Personal Svcs2",26
Engineering0,Business1,Health Admin. & Assisting2,2
Engineering0,Business1,Agric. & Nat. Res. Cons2,7
Engineering0,Business1,Education2,11
Engineering0,Business1,Arts: Visual & Performing2,9
Engineering0,Eng. Tech. & Drafting1,Sciences: Biological & Physical2,16
Engineering0,Eng. Tech. & Drafting1,Health Sci. & Techno.2,5
Engineering0,Eng. Tech. & Drafting1,Business2,49
Engineering0,Eng. Tech. & Drafting1,Eng. Tech. & Drafting2,1164
Engineering0,Eng. Tech. & Drafting1,English & Foreign Lang.2,3
Engineering0,Eng. Tech. & Drafting1,Comp. Sci. & Mathematics2,37
Engineering0,Eng. Tech. & Drafting1,Social Sciences & Law2,7
Engineering0,Eng. Tech. & Drafting1,"Repair, Production, & Construction2",31
Engineering0,Eng. Tech. & Drafting1,Communications2,3
Engineering0,Eng. Tech. & Drafting1,Engineering2,158
Engineering0,Eng. Tech. & Drafting1,"Commun, Fam., & Personal Svcs2",14
Engineering0,Eng. Tech. & Drafting1,Architecture2,2
Engineering0,Eng. Tech. & Drafting1,Health Admin. & Assisting2,1
Engineering0,Eng. Tech. & Drafting1,Agric. & Nat. Res. Cons2,6
Engineering0,Eng. Tech. & Drafting1,Education2,4
Engineering0,Eng. Tech. & Drafting1,Arts: Visual & Performing2,10
Engineering0,English & Foreign Lang.1,"Philosophy, Religion, & Theology2",1
Engineering0,English & Foreign Lang.1,Sciences: Biological & Physical2,2
Engineering0,English & Foreign Lang.1,Health Sci. & Techno.2,1
Engineering0,English & Foreign Lang.1,Business2,5
Engineering0,English & Foreign Lang.1,English & Foreign Lang.2,61
Engineering0,English & Foreign Lang.1,Comp. Sci. & Mathematics2,1
Engineering0,English & Foreign Lang.1,Social Sciences & Law2,2
Engineering0,English & Foreign Lang.1,Communications2,2
Engineering0,English & Foreign Lang.1,Engineering2,4
Engineering0,English & Foreign Lang.1,"Commun, Fam., & Personal Svcs2",1
Engineering0,Comp. Sci. & Mathematics1,"Philosophy, Religion, & Theology2",1
Engineering0,Comp. Sci. & Mathematics1,Sciences: Biological & Physical2,34
Engineering0,Comp. Sci. & Mathematics1,Health Sci. & Techno.2,5
Engineering0,Comp. Sci. & Mathematics1,"Area, Eth. & Multidiscip. Studies2",1
Engineering0,Comp. Sci. & Mathematics1,Business2,59
Engineering0,Comp. Sci. & Mathematics1,Eng. Tech. & Drafting2,22
Engineering0,Comp. Sci. & Mathematics1,English & Foreign Lang.2,6
Engineering0,Comp. Sci. & Mathematics1,Comp. Sci. & Mathematics2,1078
Engineering0,Comp. Sci. & Mathematics1,Social Sciences & Law2,19
Engineering0,Comp. Sci. & Mathematics1,"Repair, Production, & Construction2",4
Engineering0,Comp. Sci. & Mathematics1,Communications2,14
Engineering0,Comp. Sci. & Mathematics1,Engineering2,77
Engineering0,Comp. Sci. & Mathematics1,"Commun, Fam., & Personal Svcs2",23
Engineering0,Comp. Sci. & Mathematics1,Architecture2,1
Engineering0,Comp. Sci. & Mathematics1,Health Admin. & Assisting2,1
Engineering0,Comp. Sci. & Mathematics1,Agric. & Nat. Res. Cons2,4
Engineering0,Comp. Sci. & Mathematics1,Education2,12
Engineering0,Comp. Sci. & Mathematics1,Arts: Visual & Performing2,13
Engineering0,Social Sciences & Law1,"Philosophy, Religion, & Theology2",5
Engineering0,Social Sciences & Law1,Sciences: Biological & Physical2,9
Engineering0,Social Sciences & Law1,Health Sci. & Techno.2,1
Engineering0,Social Sciences & Law1,"Area, Eth. & Multidiscip. Studies2",1
Engineering0,Social Sciences & Law1,Business2,33
Engineering0,Social Sciences & Law1,Eng. Tech. & Drafting2,1
Engineering0,Social Sciences & Law1,English & Foreign Lang.2,8
Engineering0,Social Sciences & Law1,Comp. Sci. & Mathematics2,12
Engineering0,Social Sciences & Law1,Social Sciences & Law2,402
Engineering0,Social Sciences & Law1,Communications2,5
Engineering0,Social Sciences & Law1,Engineering2,9
Engineering0,Social Sciences & Law1,"Commun, Fam., & Personal Svcs2",19
Engineering0,Social Sciences & Law1,Architecture2,1
Engineering0,Social Sciences & Law1,Agric. & Nat. Res. Cons2,1
Engineering0,Social Sciences & Law1,Education2,2
Engineering0,Social Sciences & Law1,Arts: Visual & Performing2,4
Engineering0,"Repair, Production, & Construction1",Sciences: Biological & Physical2,3
Engineering0,"Repair, Production, & Construction1",Business2,15
Engineering0,"Repair, Production, & Construction1",Eng. Tech. & Drafting2,24
Engineering0,"Repair, Production, & Construction1",English & Foreign Lang.2,2
Engineering0,"Repair, Production, & Construction1",Comp. Sci. & Mathematics2,4
Engineering0,"Repair, Production, & Construction1",Social Sciences & Law2,3
Engineering0,"Repair, Production, & Construction1","Repair, Production, & Construction2",654
Engineering0,"Repair, Production, & Construction1",Communications2,1
Engineering0,"Repair, Production, & Construction1",Engineering2,12
Engineering0,"Repair, Production, & Construction1","Commun, Fam., & Personal Svcs2",7
Engineering0,"Repair, Production, & Construction1",Agric. & Nat. Res. Cons2,1
Engineering0,"Repair, Production, & Construction1",Education2,1
Engineering0,"Repair, Production, & Construction1",Arts: Visual & Performing2,1
Engineering0,Communications1,"Philosophy, Religion, & Theology2",1
Engineering0,Communications1,Sciences: Biological & Physical2,2
Engineering0,Communications1,Health Sci. & Techno.2,1
Engineering0,Communications1,Business2,6
Engineering0,Communications1,English & Foreign Lang.2,3
Engineering0,Communications1,Comp. Sci. & Mathematics2,2
Engineering0,Communications1,Social Sciences & Law2,4
Engineering0,Communications1,Communications2,99
Engineering0,Communications1,Engineering2,3
Engineering0,Communications1,"Commun, Fam., & Personal Svcs2",3
Engineering0,Communications1,Education2,2
Engineering0,Communications1,Arts: Visual & Performing2,3
Engineering0,Engineering1,"Philosophy, Religion, & Theology2",8
Engineering0,Engineering1,Sciences: Biological & Physical2,333
Engineering0,Engineering1,Health Sci. & Techno.2,52
Engineering0,Engineering1,"Area, Eth. & Multidiscip. Studies2",1
Engineering0,Engineering1,Business2,529
Engineering0,Engineering1,Eng. Tech. & Drafting2,222
Engineering0,Engineering1,English & Foreign Lang.2,27
Engineering0,Engineering1,Comp. Sci. & Mathematics2,472
Engineering0,Engineering1,Social Sciences & Law2,147
Engineering0,Engineering1,"Repair, Production, & Construction2",63
Engineering0,Engineering1,Communications2,48
Engineering0,Engineering1,Engineering2,16275
Engineering0,Engineering1,"Commun, Fam., & Personal Svcs2",117
Engineering0,Engineering1,Architecture2,27
Engineering0,Engineering1,Health Admin. & Assisting2,5
Engineering0,Engineering1,Agric. & Nat. Res. Cons2,111
Engineering0,Engineering1,Education2,55
Engineering0,Engineering1,Arts: Visual & Performing2,64
Engineering0,"Commun, Fam., & Personal Svcs1",Sciences: Biological & Physical2,16
Engineering0,"Commun, Fam., & Personal Svcs1",Health Sci. & Techno.2,6
Engineering0,"Commun, Fam., & Personal Svcs1",Business2,27
Engineering0,"Commun, Fam., & Personal Svcs1",Eng. Tech. & Drafting2,6
Engineering0,"Commun, Fam., & Personal Svcs1",English & Foreign Lang.2,2
Engineering0,"Commun, Fam., & Personal Svcs1",Comp. Sci. & Mathematics2,14
Engineering0,"Commun, Fam., & Personal Svcs1",Social Sciences & Law2,12
Engineering0,"Commun, Fam., & Personal Svcs1","Repair, Production, & Construction2",2
Engineering0,"Commun, Fam., & Personal Svcs1",Communications2,2
Engineering0,"Commun, Fam., & Personal Svcs1",Engineering2,10
Engineering0,"Commun, Fam., & Personal Svcs1","Commun, Fam., & Personal Svcs2",389
Engineering0,"Commun, Fam., & Personal Svcs1",Health Admin. & Assisting2,4
Engineering0,"Commun, Fam., & Personal Svcs1",Agric. & Nat. Res. Cons2,3
Engineering0,"Commun, Fam., & Personal Svcs1",Education2,9
Engineering0,"Commun, Fam., & Personal Svcs1",Arts: Visual & Performing2,2
Engineering0,Architecture1,"Philosophy, Religion, & Theology2",1
Engineering0,Architecture1,Health Sci. & Techno.2,1
Engineering0,Architecture1,Business2,4
Engineering0,Architecture1,Eng. Tech. & Drafting2,1
Engineering0,Architecture1,Communications2,1
Engineering0,Architecture1,Engineering2,10
Engineering0,Architecture1,Architecture2,88
Engineering0,Architecture1,Agric. & Nat. Res. Cons2,1
Engineering0,Architecture1,Education2,1
Engineering0,Architecture1,Arts: Visual & Performing2,3
Engineering0,Health Admin. & Assisting1,Sciences: Biological & Physical2,1
Engineering0,Health Admin. & Assisting1,Health Sci. & Techno.2,7
Engineering0,Health Admin. & Assisting1,Business2,2
Engineering0,Health Admin. & Assisting1,Eng. Tech. & Drafting2,1
Engineering0,Health Admin. & Assisting1,English & Foreign Lang.2,1
Engineering0,Health Admin. & Assisting1,Comp. Sci. & Mathematics2,1
Engineering0,Health Admin. & Assisting1,"Repair, Production, & Construction2",1
Engineering0,Health Admin. & Assisting1,Engineering2,2
Engineering0,Health Admin. & Assisting1,"Commun, Fam., & Personal Svcs2",4
Engineering0,Health Admin. & Assisting1,Health Admin. & Assisting2,19
Engineering0,Agric. & Nat. Res. Cons1,Sciences: Biological & Physical2,9
Engineering0,Agric. & Nat. Res. Cons1,Health Sci. & Techno.2,3
Engineering0,Agric. & Nat. Res. Cons1,Business2,5
Engineering0,Agric. & Nat. Res. Cons1,Eng. Tech. & Drafting2,2
Engineering0,Agric. & Nat. Res. Cons1,English & Foreign Lang.2,1
Engineering0,Agric. & Nat. Res. Cons1,Comp. Sci. & Mathematics2,1
Engineering0,Agric. & Nat. Res. Cons1,Social Sciences & Law2,6
Engineering0,Agric. & Nat. Res. Cons1,"Repair, Production, & Construction2",2
Engineering0,Agric. & Nat. Res. Cons1,Communications2,1
Engineering0,Agric. & Nat. Res. Cons1,Engineering2,12
Engineering0,Agric. & Nat. Res. Cons1,"Commun, Fam., & Personal Svcs2",7
Engineering0,Agric. & Nat. Res. Cons1,Architecture2,1
Engineering0,Agric. & Nat. Res. Cons1,Agric. & Nat. Res. Cons2,267
Engineering0,Agric. & Nat. Res. Cons1,Arts: Visual & Performing2,1
Engineering0,Education1,"Philosophy, Religion, & Theology2",1
Engineering0,Education1,Sciences: Biological & Physical2,3
Engineering0,Education1,Health Sci. & Techno.2,5
Engineering0,Education1,"Area, Eth. & Multidiscip. Studies2",1
Engineering0,Education1,Business2,15
Engineering0,Education1,Eng. Tech. & Drafting2,1
Engineering0,Education1,English & Foreign Lang.2,2
Engineering0,Education1,Comp. Sci. & Mathematics2,2
Engineering0,Education1,Social Sciences & Law2,2
Engineering0,Education1,"Repair, Production, & Construction2",1
Engineering0,Education1,Engineering2,9
Engineering0,Education1,"Commun, Fam., & Personal Svcs2",21
Engineering0,Education1,Agric. & Nat. Res. Cons2,1
Engineering0,Education1,Education2,114
Engineering0,Education1,Arts: Visual & Performing2,2
Engineering0,Arts: Visual & Performing1,"Philosophy, Religion, & Theology2",1
Engineering0,Arts: Visual & Performing1,Sciences: Biological & Physical2,5
Engineering0,Arts: Visual & Performing1,Health Sci. & Techno.2,2
Engineering0,Arts: Visual & Performing1,Business2,7
Engineering0,Arts: Visual & Performing1,Eng. Tech. & Drafting2,2
Engineering0,Arts: Visual & Performing1,English & Foreign Lang.2,3
Engineering0,Arts: Visual & Performing1,Comp. Sci. & Mathematics2,13
Engineering0,Arts: Visual & Performing1,Social Sciences & Law2,4
Engineering0,Arts: Visual & Performing1,"Repair, Production, & Construction2",3
Engineering0,Arts: Visual & Performing1,Communications2,5
Engineering0,Arts: Visual & Performing1,Engineering2,11
Engineering0,Arts: Visual & Performing1,"Commun, Fam., & Personal Svcs2",2
Engineering0,Arts: Visual & Performing1,Architecture2,4
Engineering0,Arts: Visual & Performing1,Education2,6
Engineering0,Arts: Visual & Performing1,Arts: Visual & Performing2,196
